origin_id,origin,province,dest_id,destination,one_way_km,round_trip_km
karachi,Karachi,Sindh,murree,Murree,1594,3188
karachi,Karachi,Sindh,nathiagali,Nathia Gali,1614,3228
karachi,Karachi,Sindh,naran,Naran & Kaghan,1931,3862
karachi,Karachi,Sindh,swat,Swat & Kalam,1946,3892
karachi,Karachi,Sindh,neelum,Neelum Valley,2095,4190
karachi,Karachi,Sindh,gorakh,Gorakh Hill,365,730
karachi,Karachi,Sindh,kundmalir,Kund Malir & Hingol,227,454
karachi,Karachi,Sindh,hunza,Hunza (Karimabad),1982,3964
karachi,Karachi,Sindh,skardu,Skardu,2138,4276
karachi,Karachi,Sindh,gilgit,Gilgit,1909,3818
karachi,Karachi,Sindh,chitral,Chitral & Kalash,2153,4306
karachi,Karachi,Sindh,astore,Astore Valley,2294,4588
karachi,Karachi,Sindh,fairymeadows,Fairy Meadows,2273,4546
karachi,Karachi,Sindh,deosai,Deosai Plains,2285,4570
karachi,Karachi,Sindh,khunjerab,Khunjerab Pass,2099,4198
hyderabad,Hyderabad,Sindh,murree,Murree,1436,2872
hyderabad,Hyderabad,Sindh,nathiagali,Nathia Gali,1457,2914
hyderabad,Hyderabad,Sindh,naran,Naran & Kaghan,1760,3520
hyderabad,Hyderabad,Sindh,swat,Swat & Kalam,1789,3578
hyderabad,Hyderabad,Sindh,neelum,Neelum Valley,1902,3804
hyderabad,Hyderabad,Sindh,gorakh,Gorakh Hill,316,632
hyderabad,Hyderabad,Sindh,kundmalir,Kund Malir & Hingol,388,776
hyderabad,Hyderabad,Sindh,hunza,Hunza (Karimabad),1828,3656
hyderabad,Hyderabad,Sindh,skardu,Skardu,1954,3908
hyderabad,Hyderabad,Sindh,gilgit,Gilgit,1756,3512
hyderabad,Hyderabad,Sindh,chitral,Chitral & Kalash,1993,3986
hyderabad,Hyderabad,Sindh,astore,Astore Valley,2098,4196
hyderabad,Hyderabad,Sindh,fairymeadows,Fairy Meadows,2080,4160
hyderabad,Hyderabad,Sindh,deosai,Deosai Plains,2081,4162
hyderabad,Hyderabad,Sindh,khunjerab,Khunjerab Pass,1942,3884
sukkur,Sukkur,Sindh,murree,Murree,1099,2198
sukkur,Sukkur,Sindh,nathiagali,Nathia Gali,1119,2238
sukkur,Sukkur,Sindh,naran,Naran & Kaghan,1382,2764
sukkur,Sukkur,Sindh,swat,Swat & Kalam,1402,2804
sukkur,Sukkur,Sindh,neelum,Neelum Valley,1491,2982
sukkur,Sukkur,Sindh,gorakh,Gorakh Hill,300,600
sukkur,Sukkur,Sindh,kundmalir,Kund Malir & Hingol,557,1114
sukkur,Sukkur,Sindh,hunza,Hunza (Karimabad),1487,2974
sukkur,Sukkur,Sindh,skardu,Skardu,1590,3180
sukkur,Sukkur,Sindh,gilgit,Gilgit,1415,2830
sukkur,Sukkur,Sindh,chitral,Chitral & Kalash,1563,3126
sukkur,Sukkur,Sindh,astore,Astore Valley,1689,3378
sukkur,Sukkur,Sindh,fairymeadows,Fairy Meadows,1669,3338
sukkur,Sukkur,Sindh,deosai,Deosai Plains,1682,3364
sukkur,Sukkur,Sindh,khunjerab,Khunjerab Pass,1604,3208
lahore,Lahore,Punjab,murree,Murree,379,758
lahore,Lahore,Punjab,nathiagali,Nathia Gali,402,804
lahore,Lahore,Punjab,naran,Naran & Kaghan,574,1148
lahore,Lahore,Punjab,swat,Swat & Kalam,707,1414
lahore,Lahore,Punjab,neelum,Neelum Valley,567,1134
lahore,Lahore,Punjab,gorakh,Gorakh Hill,1420,2840
lahore,Lahore,Punjab,kundmalir,Kund Malir & Hingol,1474,2948
lahore,Lahore,Punjab,hunza,Hunza (Karimabad),721,1442
lahore,Lahore,Punjab,skardu,Skardu,654,1308
lahore,Lahore,Punjab,gilgit,Gilgit,661,1322
lahore,Lahore,Punjab,chitral,Chitral & Kalash,886,1772
lahore,Lahore,Punjab,astore,Astore Valley,710,1420
lahore,Lahore,Punjab,fairymeadows,Fairy Meadows,711,1422
lahore,Lahore,Punjab,deosai,Deosai Plains,653,1306
lahore,Lahore,Punjab,khunjerab,Khunjerab Pass,811,1622
faisalabad,Faisalabad,Punjab,murree,Murree,370,740
faisalabad,Faisalabad,Punjab,nathiagali,Nathia Gali,395,790
faisalabad,Faisalabad,Punjab,naran,Naran & Kaghan,581,1162
faisalabad,Faisalabad,Punjab,swat,Swat & Kalam,678,1356
faisalabad,Faisalabad,Punjab,neelum,Neelum Valley,588,1176
faisalabad,Faisalabad,Punjab,gorakh,Gorakh Hill,1261,2522
faisalabad,Faisalabad,Punjab,kundmalir,Kund Malir & Hingol,1344,2688
faisalabad,Faisalabad,Punjab,hunza,Hunza (Karimabad),754,1508
faisalabad,Faisalabad,Punjab,skardu,Skardu,730,1460
faisalabad,Faisalabad,Punjab,gilgit,Gilgit,687,1374
faisalabad,Faisalabad,Punjab,chitral,Chitral & Kalash,833,1666
faisalabad,Faisalabad,Punjab,astore,Astore Valley,765,1530
faisalabad,Faisalabad,Punjab,fairymeadows,Fairy Meadows,756,1512
faisalabad,Faisalabad,Punjab,deosai,Deosai Plains,734,1468
faisalabad,Faisalabad,Punjab,khunjerab,Khunjerab Pass,858,1716
multan,Multan,Punjab,murree,Murree,611,1222
multan,Multan,Punjab,nathiagali,Nathia Gali,633,1266
multan,Multan,Punjab,naran,Naran & Kaghan,847,1694
multan,Multan,Punjab,swat,Swat & Kalam,902,1804
multan,Multan,Punjab,neelum,Neelum Valley,893,1786
multan,Multan,Punjab,gorakh,Gorakh Hill,914,1828
multan,Multan,Punjab,kundmalir,Kund Malir & Hingol,1060,2120
multan,Multan,Punjab,hunza,Hunza (Karimabad),1004,2008
multan,Multan,Punjab,skardu,Skardu,1033,2066
multan,Multan,Punjab,gilgit,Gilgit,933,1866
multan,Multan,Punjab,chitral,Chitral & Kalash,1045,2090
multan,Multan,Punjab,astore,Astore Valley,1085,2170
multan,Multan,Punjab,fairymeadows,Fairy Meadows,1069,2138
multan,Multan,Punjab,deosai,Deosai Plains,1068,2136
multan,Multan,Punjab,khunjerab,Khunjerab Pass,1116,2232
islamabad,Islamabad,Capital,murree,Murree,54,108
islamabad,Islamabad,Capital,nathiagali,Nathia Gali,72,144
islamabad,Islamabad,Capital,naran,Naran & Kaghan,221,442
islamabad,Islamabad,Capital,swat,Swat & Kalam,308,616
islamabad,Islamabad,Capital,neelum,Neelum Valley,211,422
islamabad,Islamabad,Capital,gorakh,Gorakh Hill,1552,3104
islamabad,Islamabad,Capital,kundmalir,Kund Malir & Hingol,1571,3142
islamabad,Islamabad,Capital,hunza,Hunza (Karimabad),442,884
islamabad,Islamabad,Capital,skardu,Skardu,446,892
islamabad,Islamabad,Capital,gilgit,Gilgit,370,740
islamabad,Islamabad,Capital,chitral,Chitral & Kalash,441,882
islamabad,Islamabad,Capital,astore,Astore Valley,413,826
islamabad,Islamabad,Capital,fairymeadows,Fairy Meadows,389,778
islamabad,Islamabad,Capital,deosai,Deosai Plains,429,858
islamabad,Islamabad,Capital,khunjerab,Khunjerab Pass,557,1114
rawalpindi,Rawalpindi,Punjab,murree,Murree,69,138
rawalpindi,Rawalpindi,Punjab,nathiagali,Nathia Gali,89,178
rawalpindi,Rawalpindi,Punjab,naran,Naran & Kaghan,241,482
rawalpindi,Rawalpindi,Punjab,swat,Swat & Kalam,327,654
rawalpindi,Rawalpindi,Punjab,neelum,Neelum Valley,232,464
rawalpindi,Rawalpindi,Punjab,gorakh,Gorakh Hill,1531,3062
rawalpindi,Rawalpindi,Punjab,kundmalir,Kund Malir & Hingol,1555,3110
rawalpindi,Rawalpindi,Punjab,hunza,Hunza (Karimabad),459,918
rawalpindi,Rawalpindi,Punjab,skardu,Skardu,461,922
rawalpindi,Rawalpindi,Punjab,gilgit,Gilgit,388,776
rawalpindi,Rawalpindi,Punjab,chitral,Chitral & Kalash,459,918
rawalpindi,Rawalpindi,Punjab,astore,Astore Valley,432,864
rawalpindi,Rawalpindi,Punjab,fairymeadows,Fairy Meadows,410,820
rawalpindi,Rawalpindi,Punjab,deosai,Deosai Plains,446,892
rawalpindi,Rawalpindi,Punjab,khunjerab,Khunjerab Pass,574,1148
peshawar,Peshawar,KPK,murree,Murree,233,466
peshawar,Peshawar,KPK,nathiagali,Nathia Gali,232,464
peshawar,Peshawar,KPK,naran,Naran & Kaghan,328,656
peshawar,Peshawar,KPK,swat,Swat & Kalam,286,572
peshawar,Peshawar,KPK,neelum,Neelum Valley,376,752
peshawar,Peshawar,KPK,gorakh,Gorakh Hill,1477,2954
peshawar,Peshawar,KPK,kundmalir,Kund Malir & Hingol,1497,2994
peshawar,Peshawar,KPK,hunza,Hunza (Karimabad),516,1032
peshawar,Peshawar,KPK,skardu,Skardu,603,1206
peshawar,Peshawar,KPK,gilgit,Gilgit,446,892
peshawar,Peshawar,KPK,chitral,Chitral & Kalash,339,678
peshawar,Peshawar,KPK,astore,Astore Valley,561,1122
peshawar,Peshawar,KPK,fairymeadows,Fairy Meadows,525,1050
peshawar,Peshawar,KPK,deosai,Deosai Plains,614,1228
peshawar,Peshawar,KPK,khunjerab,Khunjerab Pass,638,1276
quetta,Quetta,Balochistan,murree,Murree,989,1978
quetta,Quetta,Balochistan,nathiagali,Nathia Gali,1002,2004
quetta,Quetta,Balochistan,naran,Naran & Kaghan,1226,2452
quetta,Quetta,Balochistan,swat,Swat & Kalam,1184,2368
quetta,Quetta,Balochistan,neelum,Neelum Valley,1344,2688
quetta,Quetta,Balochistan,gorakh,Gorakh Hill,616,1232
quetta,Quetta,Balochistan,kundmalir,Kund Malir & Hingol,726,1452
quetta,Quetta,Balochistan,hunza,Hunza (Karimabad),1332,2664
quetta,Quetta,Balochistan,skardu,Skardu,1484,2968
quetta,Quetta,Balochistan,gilgit,Gilgit,1262,2524
quetta,Quetta,Balochistan,chitral,Chitral & Kalash,1277,2554
quetta,Quetta,Balochistan,astore,Astore Valley,1543,3086
quetta,Quetta,Balochistan,fairymeadows,Fairy Meadows,1512,3024
quetta,Quetta,Balochistan,deosai,Deosai Plains,1572,3144
quetta,Quetta,Balochistan,khunjerab,Khunjerab Pass,1454,2908
gujranwala,Gujranwala,Punjab,murree,Murree,281,562
gujranwala,Gujranwala,Punjab,nathiagali,Nathia Gali,304,608
gujranwala,Gujranwala,Punjab,naran,Naran & Kaghan,464,928
gujranwala,Gujranwala,Punjab,swat,Swat & Kalam,598,1196
gujranwala,Gujranwala,Punjab,neelum,Neelum Valley,447,894
gujranwala,Gujranwala,Punjab,gorakh,Gorakh Hill,1471,2942
gujranwala,Gujranwala,Punjab,kundmalir,Kund Malir & Hingol,1515,3030
gujranwala,Gujranwala,Punjab,hunza,Hunza (Karimabad),626,1252
gujranwala,Gujranwala,Punjab,skardu,Skardu,560,1120
gujranwala,Gujranwala,Punjab,gilgit,Gilgit,564,1128
gujranwala,Gujranwala,Punjab,chitral,Chitral & Kalash,769,1538
gujranwala,Gujranwala,Punjab,astore,Astore Valley,597,1194
gujranwala,Gujranwala,Punjab,fairymeadows,Fairy Meadows,595,1190
gujranwala,Gujranwala,Punjab,deosai,Deosai Plains,548,1096
gujranwala,Gujranwala,Punjab,khunjerab,Khunjerab Pass,720,1440
sialkot,Sialkot,Punjab,murree,Murree,255,510
sialkot,Sialkot,Punjab,nathiagali,Nathia Gali,276,552
sialkot,Sialkot,Punjab,naran,Naran & Kaghan,420,840
sialkot,Sialkot,Punjab,swat,Swat & Kalam,567,1134
sialkot,Sialkot,Punjab,neelum,Neelum Valley,396,792
sialkot,Sialkot,Punjab,gorakh,Gorakh Hill,1550,3100
sialkot,Sialkot,Punjab,kundmalir,Kund Malir & Hingol,1580,3160
sialkot,Sialkot,Punjab,hunza,Hunza (Karimabad),574,1148
sialkot,Sialkot,Punjab,skardu,Skardu,492,984
sialkot,Sialkot,Punjab,gilgit,Gilgit,515,1030
sialkot,Sialkot,Punjab,chitral,Chitral & Kalash,743,1486
sialkot,Sialkot,Punjab,astore,Astore Valley,529,1058
sialkot,Sialkot,Punjab,fairymeadows,Fairy Meadows,531,1062
sialkot,Sialkot,Punjab,deosai,Deosai Plains,474,948
sialkot,Sialkot,Punjab,khunjerab,Khunjerab Pass,663,1326
bahawalpur,Bahawalpur,Punjab,murree,Murree,712,1424
bahawalpur,Bahawalpur,Punjab,nathiagali,Nathia Gali,735,1470
bahawalpur,Bahawalpur,Punjab,naran,Naran & Kaghan,961,1922
bahawalpur,Bahawalpur,Punjab,swat,Swat & Kalam,1025,2050
bahawalpur,Bahawalpur,Punjab,neelum,Neelum Valley,1014,2028
bahawalpur,Bahawalpur,Punjab,gorakh,Gorakh Hill,851,1702
bahawalpur,Bahawalpur,Punjab,kundmalir,Kund Malir & Hingol,1008,2016
bahawalpur,Bahawalpur,Punjab,hunza,Hunza (Karimabad),1104,2208
bahawalpur,Bahawalpur,Punjab,skardu,Skardu,1130,2260
bahawalpur,Bahawalpur,Punjab,gilgit,Gilgit,1034,2068
bahawalpur,Bahawalpur,Punjab,chitral,Chitral & Kalash,1185,2370
bahawalpur,Bahawalpur,Punjab,astore,Astore Valley,1201,2402
bahawalpur,Bahawalpur,Punjab,fairymeadows,Fairy Meadows,1187,2374
bahawalpur,Bahawalpur,Punjab,deosai,Deosai Plains,1175,2350
bahawalpur,Bahawalpur,Punjab,khunjerab,Khunjerab Pass,1213,2426
sargodha,Sargodha,Punjab,murree,Murree,288,576
sargodha,Sargodha,Punjab,nathiagali,Nathia Gali,312,624
sargodha,Sargodha,Punjab,naran,Naran & Kaghan,491,982
sargodha,Sargodha,Punjab,swat,Swat & Kalam,569,1138
sargodha,Sargodha,Punjab,neelum,Neelum Valley,497,994
sargodha,Sargodha,Punjab,gorakh,Gorakh Hill,1290,2580
sargodha,Sargodha,Punjab,kundmalir,Kund Malir & Hingol,1363,2726
sargodha,Sargodha,Punjab,hunza,Hunza (Karimabad),681,1362
sargodha,Sargodha,Punjab,skardu,Skardu,675,1350
sargodha,Sargodha,Punjab,gilgit,Gilgit,611,1222
sargodha,Sargodha,Punjab,chitral,Chitral & Kalash,704,1408
sargodha,Sargodha,Punjab,astore,Astore Valley,689,1378
sargodha,Sargodha,Punjab,fairymeadows,Fairy Meadows,673,1346
sargodha,Sargodha,Punjab,deosai,Deosai Plains,675,1350
sargodha,Sargodha,Punjab,khunjerab,Khunjerab Pass,792,1584
sahiwal,Sahiwal,Punjab,murree,Murree,488,976
sahiwal,Sahiwal,Punjab,nathiagali,Nathia Gali,512,1024
sahiwal,Sahiwal,Punjab,naran,Naran & Kaghan,711,1422
sahiwal,Sahiwal,Punjab,swat,Swat & Kalam,808,1616
sahiwal,Sahiwal,Punjab,neelum,Neelum Valley,730,1460
sahiwal,Sahiwal,Punjab,gorakh,Gorakh Hill,1170,2340
sahiwal,Sahiwal,Punjab,kundmalir,Kund Malir & Hingol,1269,2538
sahiwal,Sahiwal,Punjab,hunza,Hunza (Karimabad),869,1738
sahiwal,Sahiwal,Punjab,skardu,Skardu,849,1698
sahiwal,Sahiwal,Punjab,gilgit,Gilgit,803,1606
sahiwal,Sahiwal,Punjab,chitral,Chitral & Kalash,972,1944
sahiwal,Sahiwal,Punjab,astore,Astore Valley,903,1806
sahiwal,Sahiwal,Punjab,fairymeadows,Fairy Meadows,895,1790
sahiwal,Sahiwal,Punjab,deosai,Deosai Plains,865,1730
sahiwal,Sahiwal,Punjab,khunjerab,Khunjerab Pass,971,1942
sheikhupura,Sheikhupura,Punjab,murree,Murree,338,676
sheikhupura,Sheikhupura,Punjab,nathiagali,Nathia Gali,362,724
sheikhupura,Sheikhupura,Punjab,naran,Naran & Kaghan,535,1070
sheikhupura,Sheikhupura,Punjab,swat,Swat & Kalam,659,1318
sheikhupura,Sheikhupura,Punjab,neelum,Neelum Valley,528,1056
sheikhupura,Sheikhupura,Punjab,gorakh,Gorakh Hill,1394,2788
sheikhupura,Sheikhupura,Punjab,kundmalir,Kund Malir & Hingol,1452,2904
sheikhupura,Sheikhupura,Punjab,hunza,Hunza (Karimabad),696,1392
sheikhupura,Sheikhupura,Punjab,skardu,Skardu,641,1282
sheikhupura,Sheikhupura,Punjab,gilgit,Gilgit,633,1266
sheikhupura,Sheikhupura,Punjab,chitral,Chitral & Kalash,829,1658
sheikhupura,Sheikhupura,Punjab,astore,Astore Valley,684,1368
sheikhupura,Sheikhupura,Punjab,fairymeadows,Fairy Meadows,681,1362
sheikhupura,Sheikhupura,Punjab,deosai,Deosai Plains,636,1272
sheikhupura,Sheikhupura,Punjab,khunjerab,Khunjerab Pass,791,1582
rahimyarkhan,Rahim Yar Khan,Punjab,murree,Murree,915,1830
rahimyarkhan,Rahim Yar Khan,Punjab,nathiagali,Nathia Gali,936,1872
rahimyarkhan,Rahim Yar Khan,Punjab,naran,Naran & Kaghan,1182,2364
rahimyarkhan,Rahim Yar Khan,Punjab,swat,Swat & Kalam,1223,2446
rahimyarkhan,Rahim Yar Khan,Punjab,neelum,Neelum Valley,1265,2530
rahimyarkhan,Rahim Yar Khan,Punjab,gorakh,Gorakh Hill,567,1134
rahimyarkhan,Rahim Yar Khan,Punjab,kundmalir,Kund Malir & Hingol,775,1550
rahimyarkhan,Rahim Yar Khan,Punjab,hunza,Hunza (Karimabad),1307,2614
rahimyarkhan,Rahim Yar Khan,Punjab,skardu,Skardu,1373,2746
rahimyarkhan,Rahim Yar Khan,Punjab,gilgit,Gilgit,1236,2472
rahimyarkhan,Rahim Yar Khan,Punjab,chitral,Chitral & Kalash,1383,2766
rahimyarkhan,Rahim Yar Khan,Punjab,astore,Astore Valley,1459,2918
rahimyarkhan,Rahim Yar Khan,Punjab,fairymeadows,Fairy Meadows,1442,2884
rahimyarkhan,Rahim Yar Khan,Punjab,deosai,Deosai Plains,1442,2884
rahimyarkhan,Rahim Yar Khan,Punjab,khunjerab,Khunjerab Pass,1421,2842
jhang,Jhang,Punjab,murree,Murree,419,838
jhang,Jhang,Punjab,nathiagali,Nathia Gali,442,884
jhang,Jhang,Punjab,naran,Naran & Kaghan,635,1270
jhang,Jhang,Punjab,swat,Swat & Kalam,705,1410
jhang,Jhang,Punjab,neelum,Neelum Valley,657,1314
jhang,Jhang,Punjab,gorakh,Gorakh Hill,1144,2288
jhang,Jhang,Punjab,kundmalir,Kund Malir & Hingol,1246,2492
jhang,Jhang,Punjab,hunza,Hunza (Karimabad),812,1624
jhang,Jhang,Punjab,skardu,Skardu,816,1632
jhang,Jhang,Punjab,gilgit,Gilgit,741,1482
jhang,Jhang,Punjab,chitral,Chitral & Kalash,845,1690
jhang,Jhang,Punjab,astore,Astore Valley,847,1694
jhang,Jhang,Punjab,fairymeadows,Fairy Meadows,832,1664
jhang,Jhang,Punjab,deosai,Deosai Plains,829,1658
jhang,Jhang,Punjab,khunjerab,Khunjerab Pass,922,1844
gujrat,Gujrat,Punjab,murree,Murree,218,436
gujrat,Gujrat,Punjab,nathiagali,Nathia Gali,241,482
gujrat,Gujrat,Punjab,naran,Naran & Kaghan,394,788
gujrat,Gujrat,Punjab,swat,Swat & Kalam,529,1058
gujrat,Gujrat,Punjab,neelum,Neelum Valley,371,742
gujrat,Gujrat,Punjab,gorakh,Gorakh Hill,1508,3016
gujrat,Gujrat,Punjab,kundmalir,Kund Malir & Hingol,1544,3088
gujrat,Gujrat,Punjab,hunza,Hunza (Karimabad),566,1132
gujrat,Gujrat,Punjab,skardu,Skardu,503,1006
gujrat,Gujrat,Punjab,gilgit,Gilgit,503,1006
gujrat,Gujrat,Punjab,chitral,Chitral & Kalash,695,1390
gujrat,Gujrat,Punjab,astore,Astore Valley,526,1052
gujrat,Gujrat,Punjab,fairymeadows,Fairy Meadows,522,1044
gujrat,Gujrat,Punjab,deosai,Deosai Plains,484,968
gujrat,Gujrat,Punjab,khunjerab,Khunjerab Pass,663,1326
kasur,Kasur,Punjab,murree,Murree,440,880
kasur,Kasur,Punjab,nathiagali,Nathia Gali,463,926
kasur,Kasur,Punjab,naran,Naran & Kaghan,642,1284
kasur,Kasur,Punjab,swat,Swat & Kalam,774,1548
kasur,Kasur,Punjab,neelum,Neelum Valley,642,1284
kasur,Kasur,Punjab,gorakh,Gorakh Hill,1391,2782
kasur,Kasur,Punjab,kundmalir,Kund Malir & Hingol,1450,2900
kasur,Kasur,Punjab,hunza,Hunza (Karimabad),781,1562
kasur,Kasur,Punjab,skardu,Skardu,716,1432
kasur,Kasur,Punjab,gilgit,Gilgit,721,1442
kasur,Kasur,Punjab,chitral,Chitral & Kalash,959,1918
kasur,Kasur,Punjab,astore,Astore Valley,782,1564
kasur,Kasur,Punjab,fairymeadows,Fairy Meadows,784,1568
kasur,Kasur,Punjab,deosai,Deosai Plains,721,1442
kasur,Kasur,Punjab,khunjerab,Khunjerab Pass,869,1738
okara,Okara,Punjab,murree,Murree,465,930
okara,Okara,Punjab,nathiagali,Nathia Gali,489,978
okara,Okara,Punjab,naran,Naran & Kaghan,684,1368
okara,Okara,Punjab,swat,Swat & Kalam,790,1580
okara,Okara,Punjab,neelum,Neelum Valley,696,1392
okara,Okara,Punjab,gorakh,Gorakh Hill,1229,2458
okara,Okara,Punjab,kundmalir,Kund Malir & Hingol,1318,2636
okara,Okara,Punjab,hunza,Hunza (Karimabad),839,1678
okara,Okara,Punjab,skardu,Skardu,807,1614
okara,Okara,Punjab,gilgit,Gilgit,774,1548
okara,Okara,Punjab,chitral,Chitral & Kalash,959,1918
okara,Okara,Punjab,astore,Astore Valley,863,1726
okara,Okara,Punjab,fairymeadows,Fairy Meadows,857,1714
okara,Okara,Punjab,deosai,Deosai Plains,820,1640
okara,Okara,Punjab,khunjerab,Khunjerab Pass,938,1876
dgkhan,Dera Ghazi Khan,Punjab,murree,Murree,676,1352
dgkhan,Dera Ghazi Khan,Punjab,nathiagali,Nathia Gali,697,1394
dgkhan,Dera Ghazi Khan,Punjab,naran,Naran & Kaghan,913,1826
dgkhan,Dera Ghazi Khan,Punjab,swat,Swat & Kalam,946,1892
dgkhan,Dera Ghazi Khan,Punjab,neelum,Neelum Valley,974,1948
dgkhan,Dera Ghazi Khan,Punjab,gorakh,Gorakh Hill,800,1600
dgkhan,Dera Ghazi Khan,Punjab,kundmalir,Kund Malir & Hingol,964,1928
dgkhan,Dera Ghazi Khan,Punjab,hunza,Hunza (Karimabad),1066,2132
dgkhan,Dera Ghazi Khan,Punjab,skardu,Skardu,1120,2240
dgkhan,Dera Ghazi Khan,Punjab,gilgit,Gilgit,994,1988
dgkhan,Dera Ghazi Khan,Punjab,chitral,Chitral & Kalash,1078,2156
dgkhan,Dera Ghazi Khan,Punjab,astore,Astore Valley,1172,2344
dgkhan,Dera Ghazi Khan,Punjab,fairymeadows,Fairy Meadows,1152,2304
dgkhan,Dera Ghazi Khan,Punjab,deosai,Deosai Plains,1165,2330
dgkhan,Dera Ghazi Khan,Punjab,khunjerab,Khunjerab Pass,1182,2364
chiniot,Chiniot,Punjab,murree,Murree,332,664
chiniot,Chiniot,Punjab,nathiagali,Nathia Gali,357,714
chiniot,Chiniot,Punjab,naran,Naran & Kaghan,540,1080
chiniot,Chiniot,Punjab,swat,Swat & Kalam,631,1262
chiniot,Chiniot,Punjab,neelum,Neelum Valley,545,1090
chiniot,Chiniot,Punjab,gorakh,Gorakh Hill,1276,2552
chiniot,Chiniot,Punjab,kundmalir,Kund Malir & Hingol,1355,2710
chiniot,Chiniot,Punjab,hunza,Hunza (Karimabad),721,1442
chiniot,Chiniot,Punjab,skardu,Skardu,702,1404
chiniot,Chiniot,Punjab,gilgit,Gilgit,652,1304
chiniot,Chiniot,Punjab,chitral,Chitral & Kalash,779,1558
chiniot,Chiniot,Punjab,astore,Astore Valley,728,1456
chiniot,Chiniot,Punjab,fairymeadows,Fairy Meadows,716,1432
chiniot,Chiniot,Punjab,deosai,Deosai Plains,703,1406
chiniot,Chiniot,Punjab,khunjerab,Khunjerab Pass,827,1654
mianwali,Mianwali,Punjab,murree,Murree,305,610
mianwali,Mianwali,Punjab,nathiagali,Nathia Gali,321,642
mianwali,Mianwali,Punjab,naran,Naran & Kaghan,485,970
mianwali,Mianwali,Punjab,swat,Swat & Kalam,505,1010
mianwali,Mianwali,Punjab,neelum,Neelum Valley,515,1030
mianwali,Mianwali,Punjab,gorakh,Gorakh Hill,1253,2506
mianwali,Mianwali,Punjab,kundmalir,Kund Malir & Hingol,1324,2648
mianwali,Mianwali,Punjab,hunza,Hunza (Karimabad),679,1358
mianwali,Mianwali,Punjab,skardu,Skardu,724,1448
mianwali,Mianwali,Punjab,gilgit,Gilgit,607,1214
mianwali,Mianwali,Punjab,chitral,Chitral & Kalash,600,1200
mianwali,Mianwali,Punjab,astore,Astore Valley,717,1434
mianwali,Mianwali,Punjab,fairymeadows,Fairy Meadows,691,1382
mianwali,Mianwali,Punjab,deosai,Deosai Plains,735,1470
mianwali,Mianwali,Punjab,khunjerab,Khunjerab Pass,798,1596
bhakkar,Bhakkar,Punjab,murree,Murree,450,900
bhakkar,Bhakkar,Punjab,nathiagali,Nathia Gali,468,936
bhakkar,Bhakkar,Punjab,naran,Naran & Kaghan,654,1308
bhakkar,Bhakkar,Punjab,swat,Swat & Kalam,677,1354
bhakkar,Bhakkar,Punjab,neelum,Neelum Valley,696,1392
bhakkar,Bhakkar,Punjab,gorakh,Gorakh Hill,1067,2134
bhakkar,Bhakkar,Punjab,kundmalir,Kund Malir & Hingol,1175,2350
bhakkar,Bhakkar,Punjab,hunza,Hunza (Karimabad),832,1664
bhakkar,Bhakkar,Punjab,skardu,Skardu,881,1762
bhakkar,Bhakkar,Punjab,gilgit,Gilgit,760,1520
bhakkar,Bhakkar,Punjab,chitral,Chitral & Kalash,782,1564
bhakkar,Bhakkar,Punjab,astore,Astore Valley,897,1794
bhakkar,Bhakkar,Punjab,fairymeadows,Fairy Meadows,874,1748
bhakkar,Bhakkar,Punjab,deosai,Deosai Plains,905,1810
bhakkar,Bhakkar,Punjab,khunjerab,Khunjerab Pass,951,1902
jhelum,Jhelum,Punjab,murree,Murree,151,302
jhelum,Jhelum,Punjab,nathiagali,Nathia Gali,175,350
jhelum,Jhelum,Punjab,naran,Naran & Kaghan,328,656
jhelum,Jhelum,Punjab,swat,Swat & Kalam,454,908
jhelum,Jhelum,Punjab,neelum,Neelum Valley,303,606
jhelum,Jhelum,Punjab,gorakh,Gorakh Hill,1516,3032
jhelum,Jhelum,Punjab,kundmalir,Kund Malir & Hingol,1549,3098
jhelum,Jhelum,Punjab,hunza,Hunza (Karimabad),519,1038
jhelum,Jhelum,Punjab,skardu,Skardu,473,946
jhelum,Jhelum,Punjab,gilgit,Gilgit,453,906
jhelum,Jhelum,Punjab,chitral,Chitral & Kalash,609,1218
jhelum,Jhelum,Punjab,astore,Astore Valley,477,954
jhelum,Jhelum,Punjab,fairymeadows,Fairy Meadows,467,934
jhelum,Jhelum,Punjab,deosai,Deosai Plains,452,904
jhelum,Jhelum,Punjab,khunjerab,Khunjerab Pass,622,1244
attock,Attock,Punjab,murree,Murree,130,260
attock,Attock,Punjab,nathiagali,Nathia Gali,136,272
attock,Attock,Punjab,naran,Naran & Kaghan,261,522
attock,Attock,Punjab,swat,Swat & Kalam,289,578
attock,Attock,Punjab,neelum,Neelum Valley,279,558
attock,Attock,Punjab,gorakh,Gorakh Hill,1503,3006
attock,Attock,Punjab,kundmalir,Kund Malir & Hingol,1527,3054
attock,Attock,Punjab,hunza,Hunza (Karimabad),475,950
attock,Attock,Punjab,skardu,Skardu,517,1034
attock,Attock,Punjab,gilgit,Gilgit,403,806
attock,Attock,Punjab,chitral,Chitral & Kalash,392,784
attock,Attock,Punjab,astore,Astore Valley,478,956
attock,Attock,Punjab,fairymeadows,Fairy Meadows,448,896
attock,Attock,Punjab,deosai,Deosai Plains,513,1026
