origin_id,origin,province,dest_id,destination,one_way_km,round_trip_km
attock,Attock,Punjab,khunjerab,Khunjerab Pass,595,1190
chakwal,Chakwal,Punjab,murree,Murree,161,322
chakwal,Chakwal,Punjab,nathiagali,Nathia Gali,184,368
chakwal,Chakwal,Punjab,naran,Naran & Kaghan,348,696
chakwal,Chakwal,Punjab,swat,Swat & Kalam,429,858
chakwal,Chakwal,Punjab,neelum,Neelum Valley,344,688
chakwal,Chakwal,Punjab,gorakh,Gorakh Hill,1425,2850
chakwal,Chakwal,Punjab,kundmalir,Kund Malir & Hingol,1471,2942
chakwal,Chakwal,Punjab,hunza,Hunza (Karimabad),555,1110
chakwal,Chakwal,Punjab,skardu,Skardu,550,1100
chakwal,Chakwal,Punjab,gilgit,Gilgit,484,968
chakwal,Chakwal,Punjab,chitral,Chitral & Kalash,560,1120
chakwal,Chakwal,Punjab,astore,Astore Valley,541,1082
chakwal,Chakwal,Punjab,fairymeadows,Fairy Meadows,521,1042
chakwal,Chakwal,Punjab,deosai,Deosai Plains,540,1080
chakwal,Chakwal,Punjab,khunjerab,Khunjerab Pass,667,1334
vehari,Vehari,Punjab,murree,Murree,595,1190
vehari,Vehari,Punjab,nathiagali,Nathia Gali,619,1238
vehari,Vehari,Punjab,naran,Naran & Kaghan,832,1664
vehari,Vehari,Punjab,swat,Swat & Kalam,910,1820
vehari,Vehari,Punjab,neelum,Neelum Valley,869,1738
vehari,Vehari,Punjab,gorakh,Gorakh Hill,1005,2010
vehari,Vehari,Punjab,kundmalir,Kund Malir & Hingol,1135,2270
vehari,Vehari,Punjab,hunza,Hunza (Karimabad),985,1970
vehari,Vehari,Punjab,skardu,Skardu,990,1980
vehari,Vehari,Punjab,gilgit,Gilgit,916,1832
vehari,Vehari,Punjab,chitral,Chitral & Kalash,1069,2138
vehari,Vehari,Punjab,astore,Astore Valley,1051,2102
vehari,Vehari,Punjab,fairymeadows,Fairy Meadows,1040,2080
vehari,Vehari,Punjab,deosai,Deosai Plains,1021,2042
vehari,Vehari,Punjab,khunjerab,Khunjerab Pass,1092,2184
khanewal,Khanewal,Punjab,murree,Murree,572,1144
khanewal,Khanewal,Punjab,nathiagali,Nathia Gali,595,1190
khanewal,Khanewal,Punjab,naran,Naran & Kaghan,805,1610
khanewal,Khanewal,Punjab,swat,Swat & Kalam,870,1740
khanewal,Khanewal,Punjab,neelum,Neelum Valley,844,1688
khanewal,Khanewal,Punjab,gorakh,Gorakh Hill,981,1962
khanewal,Khanewal,Punjab,kundmalir,Kund Malir & Hingol,1115,2230
khanewal,Khanewal,Punjab,hunza,Hunza (Karimabad),965,1930
khanewal,Khanewal,Punjab,skardu,Skardu,981,1962
khanewal,Khanewal,Punjab,gilgit,Gilgit,895,1790
khanewal,Khanewal,Punjab,chitral,Chitral & Kalash,1018,2036
khanewal,Khanewal,Punjab,astore,Astore Valley,1033,2066
khanewal,Khanewal,Punjab,fairymeadows,Fairy Meadows,1019,2038
khanewal,Khanewal,Punjab,deosai,Deosai Plains,1011,2022
khanewal,Khanewal,Punjab,khunjerab,Khunjerab Pass,1075,2150
muzaffargarh,Muzaffargarh,Punjab,murree,Murree,640,1280
muzaffargarh,Muzaffargarh,Punjab,nathiagali,Nathia Gali,662,1324
muzaffargarh,Muzaffargarh,Punjab,naran,Naran & Kaghan,878,1756
muzaffargarh,Muzaffargarh,Punjab,swat,Swat & Kalam,925,1850
muzaffargarh,Muzaffargarh,Punjab,neelum,Neelum Valley,930,1860
muzaffargarh,Muzaffargarh,Punjab,gorakh,Gorakh Hill,864,1728
muzaffargarh,Muzaffargarh,Punjab,kundmalir,Kund Malir & Hingol,1019,2038
muzaffargarh,Muzaffargarh,Punjab,hunza,Hunza (Karimabad),1033,2066
muzaffargarh,Muzaffargarh,Punjab,skardu,Skardu,1071,2142
muzaffargarh,Muzaffargarh,Punjab,gilgit,Gilgit,962,1924
muzaffargarh,Muzaffargarh,Punjab,chitral,Chitral & Kalash,1065,2130
muzaffargarh,Muzaffargarh,Punjab,astore,Astore Valley,1124,2248
muzaffargarh,Muzaffargarh,Punjab,fairymeadows,Fairy Meadows,1107,2214
muzaffargarh,Muzaffargarh,Punjab,deosai,Deosai Plains,1111,2222
muzaffargarh,Muzaffargarh,Punjab,khunjerab,Khunjerab Pass,1146,2292
tobateksingh,Toba Tek Singh,Punjab,murree,Murree,456,912
tobateksingh,Toba Tek Singh,Punjab,nathiagali,Nathia Gali,479,958
tobateksingh,Toba Tek Singh,Punjab,naran,Naran & Kaghan,677,1354
tobateksingh,Toba Tek Singh,Punjab,swat,Swat & Kalam,754,1508
tobateksingh,Toba Tek Singh,Punjab,neelum,Neelum Valley,699,1398
tobateksingh,Toba Tek Singh,Punjab,gorakh,Gorakh Hill,1126,2252
tobateksingh,Toba Tek Singh,Punjab,kundmalir,Kund Malir & Hingol,1233,2466
tobateksingh,Toba Tek Singh,Punjab,hunza,Hunza (Karimabad),847,1694
tobateksingh,Toba Tek Singh,Punjab,skardu,Skardu,845,1690
tobateksingh,Toba Tek Singh,Punjab,gilgit,Gilgit,777,1554
tobateksingh,Toba Tek Singh,Punjab,chitral,Chitral & Kalash,902,1804
tobateksingh,Toba Tek Singh,Punjab,astore,Astore Valley,885,1770
tobateksingh,Toba Tek Singh,Punjab,fairymeadows,Fairy Meadows,872,1744
tobateksingh,Toba Tek Singh,Punjab,deosai,Deosai Plains,861,1722
tobateksingh,Toba Tek Singh,Punjab,khunjerab,Khunjerab Pass,955,1910
hafizabad,Hafizabad,Punjab,murree,Murree,278,556
hafizabad,Hafizabad,Punjab,nathiagali,Nathia Gali,303,606
hafizabad,Hafizabad,Punjab,naran,Naran & Kaghan,473,946
hafizabad,Hafizabad,Punjab,swat,Swat & Kalam,591,1182
hafizabad,Hafizabad,Punjab,neelum,Neelum Valley,463,926
hafizabad,Hafizabad,Punjab,gorakh,Gorakh Hill,1401,2802
hafizabad,Hafizabad,Punjab,kundmalir,Kund Malir & Hingol,1458,2916
hafizabad,Hafizabad,Punjab,hunza,Hunza (Karimabad),648,1296
hafizabad,Hafizabad,Punjab,skardu,Skardu,602,1204
hafizabad,Hafizabad,Punjab,gilgit,Gilgit,583,1166
hafizabad,Hafizabad,Punjab,chitral,Chitral & Kalash,751,1502
hafizabad,Hafizabad,Punjab,astore,Astore Valley,631,1262
hafizabad,Hafizabad,Punjab,fairymeadows,Fairy Meadows,624,1248
hafizabad,Hafizabad,Punjab,deosai,Deosai Plains,593,1186
hafizabad,Hafizabad,Punjab,khunjerab,Khunjerab Pass,748,1496
mandibahauddin,Mandi Bahauddin,Punjab,murree,Murree,199,398
mandibahauddin,Mandi Bahauddin,Punjab,nathiagali,Nathia Gali,223,446
mandibahauddin,Mandi Bahauddin,Punjab,naran,Naran & Kaghan,388,776
